,condition,User ID,Baseline,Day 1,Day 2,Day 3,Day 4,Day 5,Weekend 1,Day 6,Day 7,Day 8,Day 9,Day 10,Weekend 2,Norstat ID
241,2.0,115566,1.0,1,0,1,1,1,1.0,1,0,1,1,1,1.0,QGYe2jXL5w5AgrXp
242,3.0,115567,1.0,0,1,0,1,1,1.0,1,0,1,1,1,1.0,JLQkAYVXkLZoOeDG
243,3.0,115577,1.0,1,1,0,1,1,1.0,1,1,0,1,1,1.0,yNedoaDr8jeAMEjw
244,4.0,115591,1.0,1,1,1,1,1,1.0,1,1,1,1,1,1.0,kqPlARXJzKg2WndY
245,2.0,115607,1.0,1,1,1,0,1,1.0,1,0,1,0,0,1.0,3YVN2MBNlkV9bRn5
246,1.0,115629,1.0,0,1,0,0,0,1.0,0,1,0,0,0,1.0,jnWOo0R5nzb9Xzex
247,3.0,115636,1.0,0,0,0,1,1,1.0,0,1,1,0,0,1.0,vGWjoqjblpL2zDOX
248,5.0,115637,1.0,1,1,0,1,1,1.0,1,1,1,1,1,1.0,EZ8qoxpJzago6JVW
249,1.0,115639,1.0,0,1,1,1,1,1.0,1,1,1,1,1,1.0,vGWjoqBPr0l2zDOX
250,1.0,115642,1.0,0,1,1,0,0,1.0,1,0,0,0,0,1.0,GLPp2OppYW8903ym
251,3.0,115643,1.0,0,0,0,0,0,0.0,0,0,0,0,0,99.0,LKkR2XkkjazoZaYV
252,2.0,115644,1.0,0,0,0,0,0,0.0,0,0,0,0,0,99.0,EZ8qoxja8Zr96JVW
253,2.0,115677,1.0,1,1,1,0,1,1.0,1,0,1,1,1,1.0,Elb8AvXdjJr2pLX5
254,5.0,115679,1.0,1,1,1,0,1,1.0,1,0,1,1,1,1.0,Vj6N98wd1My28drl
255,2.0,115680,1.0,1,1,1,0,1,1.0,1,0,1,1,1,1.0,GLPp2OpXGXZ903ym
256,1.0,115682,1.0,0,1,1,1,1,1.0,1,1,1,1,1,1.0,BdVOAGVpgOd968JL
257,2.0,115683,1.0,1,0,1,1,1,1.0,1,0,1,1,0,1.0,GQq8AV3lzqqolWZ3
258,3.0,115684,1.0,1,1,1,1,1,1.0,0,0,1,1,1,1.0,5Ywxodbjjav9Oylz
259,4.0,115685,1.0,1,1,1,1,1,1.0,1,1,1,1,1,1.0,p3MN234kmm19l1ag
260,4.0,115686,1.0,1,1,1,1,1,1.0,0,0,1,1,1,1.0,beaJAWrXNLn9vw16
261,1.0,115687,1.0,0,0,0,0,0,99.0,0,0,0,0,0,99.0,nKY7owV6kvYAG3v4
262,2.0,115689,1.0,1,1,1,1,1,1.0,1,1,1,1,1,1.0,99
263,3.0,115698,99.0,0,0,0,0,0,0.0,0,0,0,0,0,99.0,GLPp2O5G7glA03ym
264,5.0,115721,1.0,1,1,1,1,1,1.0,1,1,1,1,1,1.0,jYWQA6RBY0gAPXKz
265,3.0,115723,1.0,1,1,1,1,1,1.0,1,1,1,1,1,1.0,JkVd2nxBn8lAnLDq
266,3.0,115725,1.0,1,1,1,1,0,1.0,1,1,1,0,0,1.0,lzD49Lyal7nA3Vr8
267,3.0,115728,1.0,1,1,1,1,0,1.0,1,1,1,0,1,1.0,GLPp2OpV7DK903ym
268,5.0,115730,1.0,1,1,1,0,1,1.0,0,1,0,0,0,1.0,gJdBAEy7naJAbz5P
269,2.0,115731,1.0,1,1,1,1,1,1.0,1,1,1,1,1,1.0,Dg7LANXaX3w2zm8y
270,3.0,115732,1.0,1,1,1,1,1,1.0,1,1,1,1,1,1.0,GLPp2O5G7glA03ym
271,3.0,115733,1.0,1,1,1,1,1,1.0,1,1,1,0,1,1.0,GlMq9ePWyLY2DpXY
272,1.0,115735,1.0,0,1,1,1,1,1.0,1,1,1,1,0,1.0,vGWjoqMgmbRozDOX
273,2.0,115737,1.0,1,1,0,1,1,1.0,0,1,1,1,1,1.0,gJdBAE475RK9bz5P
274,1.0,115738,1.0,0,1,1,1,1,1.0,1,1,1,1,1,1.0,zExm2JbDLay26PyK
275,2.0,115740,1.0,1,0,0,0,0,1.0,1,1,1,1,0,1.0,gJdBAEDRZNZ9bz5P
276,4.0,115743,1.0,1,0,1,1,1,1.0,1,1,1,1,1,1.0,5YwxodY7xzM2Oylz
277,1.0,115744,0.0,0,0,0,0,1,0.0,0,0,0,0,0,99.0,nKY7owO5gDeoG3v4
278,2.0,115748,1.0,1,1,1,1,1,1.0,1,1,1,1,1,1.0,5YwxodjeQ159Oylz
279,2.0,115750,1.0,1,1,1,1,1,1.0,1,1,1,1,0,1.0,vGWjoqBmBQ82zDOX
280,5.0,115753,1.0,0,0,1,1,1,1.0,1,1,0,0,1,1.0,kqPlARXJNDB2WndY
281,1.0,115754,1.0,0,1,1,1,1,1.0,1,1,1,1,1,1.0,JLQkAYVQJdNoOeDG
282,3.0,115763,1.0,1,0,1,1,1,1.0,1,1,1,1,1,1.0,3YVN2MyPJaV2bRn5
